story_id,area,feature,user_story,expected_behavior_from_code,source_evidence,test_approach,story_status,initial_test_status,initial_errors,fix_status,retest_status,notes,row_type,parent_story_id,parent_feature,gap_category,priority,user_role,user_impact,acceptance_criteria,implementation_status
GAP-API-UPLOADS-002,Host API,list uploads,"As browser code, I want to list uploads with metadata so users can manage previously uploaded files.",`GET /_quick/uploads` returns paginated upload metadata scoped to site and identity policy; SDK exposes `quick.uploads.list`.,"Implemented upload listing in `server/internal/store/store.go` and `server/internal/api/handler.go`, persisted upload names, added SDK `quick.uploads.list`, rebuilt SDK and embedded copy, and updated README.","API integration test uploads two files then lists `/ _quick/uploads` metadata; SDK test verifies `uploads.list({limit,cursor})` URL, array compatibility, and `next_cursor`; server API tests and Bun SDK tests pass.",implemented,passed,,not-needed,not-needed,"Implemented paginated upload list returning ids, names, sizes, content types, created_by, created_at, URLs, and SDK list metadata.",gap,API-005,uploads,incomplete-crud,P2,Site author managing user files,Uploads can be created/read/deleted by ID but not listed for a site/user.,"After two uploads, list returns both IDs, names, sizes, content types, created_by, and supports pagination.",done
GAP-API-UPLOADS-003,Host API,upload progress/cancel/resume,"As a user uploading a large file through an OpenQuick app, I want progress and cancellation so I am not stuck waiting blindly.",SDK upload accepts progress and AbortSignal; server treats aborted uploads as cleanup candidates and returns structured errors.,"Implemented SDK upload progress stream and AbortSignal propagation in `sdk/js/src/index.ts`, rebuilt `sdk/js/dist/quick.js` and embedded `server/internal/api/sdk/quick.js`; README updated.","SDK test uploads a Blob with `onProgress` and AbortSignal, fake fetch consumes the stream, asserts raw upload path, signal propagation, and final loaded/total progress; Bun SDK tests pass.",implemented,passed,,not-needed,not-needed,"Implemented progress/cancel client behavior: `quick.uploads.put` can stream raw upload bytes, report loaded/total progress, and propagate abort signals. Server continues to create upload records only after full body save succeeds.",gap,API-005,uploads,incomplete-flow,P2,User uploading large files,"Large uploads provide no SDK progress, cancellation, or resume affordance.","A mocked upload reports progress, abort cancels the request and no completed upload record remains.",done
GAP-API-REALTIME-001,Host API,realtime reconnect/backoff,"As a collaborative app user, I want realtime subscriptions to reconnect with backoff after transient network drops.","SDK keeps subscriptions, reconnects automatically with bounded exponential backoff, emits connection state, and avoids duplicate handlers.",Implemented SDK realtime reconnection/backoff state machine in `sdk/js/src/index.ts`; rebuilt `sdk/js/dist/quick.js` and embedded `server/internal/api/sdk/quick.js`.,"Bun test uses a fake WebSocket and fake timer to verify abnormal close emits disconnected/reconnecting/connected states, schedules bounded backoff, creates a new socket, resubscribes once, and delivers later events without duplicate callbacks.",implemented,passed,,not-needed,not-needed,"Implemented realtime reconnect/backoff: SDK keeps channel subscriptions, emits connection state through `quick.realtime.onStateChange`, reconnects with bounded exponential backoff, resubscribes on open, and avoids duplicate handlers.",gap,API-006,realtime channels,offline,P1,Collaborative app user,A dropped WebSocket silently stops updates until app code manually reconnects.,"When the socket closes abnormally, SDK emits disconnected/reconnecting/connected, resubscribes existing channels, and receives later events once reconnected.",done
GAP-API-AI-001,Host API,AI cancellation and timeout,"As a browser user, I want to cancel a long AI response so I can change my prompt without waiting.",SDK chat/image accept AbortSignal; server respects request context cancellation and does not record successful audit usage for cancelled calls.,SDK request layer now converts AbortError into typed `OpenQuickError` code `aborted` and preserves abort through AI capability and chat paths in `sdk/js/src/index.ts`; embedded SDK rebuilt.,SDK test makes fetch throw AbortError during AI chat capability check and asserts rejected error is `OpenQuickError` with code `aborted`; Bun SDK tests pass. Server provider requests already use request contexts and provider timeouts.,implemented,passed,,not-needed,not-needed,Implemented typed AI abort behavior; AbortSignal remains propagated through AI fetches and server provider calls use request context/timeouts.,gap,API-008,AI chat,cancel-retry,P2,User waiting on AI output,Long AI requests cannot be cancelled cleanly from SDK affordances.,"Abort a streaming chat request; fetch is cancelled, server provider request context is cancelled, and SDK throws a typed abort error.",done
GAP-API-AI-002,Host API,rate limit retry metadata,"As an AI-enabled site user, I want rate limit errors to include retry timing and quota context.",AI rate limit responses use 429 with Retry-After and JSON code/scope/reset fields; SDK surfaces them as typed errors.,Implemented structured AI 429 responses in `server/internal/api/ai.go`.,"Regression coverage in `TestAIStreamingAnthropicAndAnonymousRateLimits` verifies Retry-After plus JSON `code`, `scope`, and `reset` for rpm and daily budget failures; focused API tests pass.",implemented,passed,,not-needed,not-needed,"Implemented Retry-After and structured JSON rate-limit/quota metadata for AI rpm and daily-budget limits: code, scope, limit, reset, retry_after, and human error.",gap,API-008,AI chat,rate-limited,P1,AI-enabled site user,Rate-limited users need to know when to retry instead of seeing a generic error.,"Exhaust per-identity rate limit; response is 429 with Retry-After and body includes code `rate_limited`, scope, and reset time.",done
GAP-API-WAREHOUSE-001,Host API,warehouse query metadata,"As browser code, I want warehouse query metadata so I can render forms and tables safely.","Capabilities or a warehouse metadata endpoint lists query names, params, max rows, and documented columns without exposing SQL.","Implemented `GET /_quick/warehouse` metadata in `server/internal/api/warehouse.go`, route support in handler, SDK `quick.warehouse.metadata`, rebuilt embedded SDK, and updated README.","Warehouse API test asserts metadata includes query name, params/max_rows/columns and omits SQL/database strings; SDK test asserts metadata surface; server API and Bun SDK tests pass.",implemented,passed,,not-needed,not-needed,Implemented warehouse query metadata without exposing SQL or database credentials; columns are derived with a zero-row query.,gap,API-010,warehouse queries,discoverability,P2,Site author building forms/tables,Apps cannot discover query params/columns without out-of-band docs.,Configured query metadata returns name/params/max_rows/columns and omits SQL/database credentials.,done
GAP-SDK-ERRORS-001,SDK,typed SDK errors,"As a site author, I want SDK errors with status, code, response body, and retry info so I can show the right UI state.","requestJson/requestChatStream throw OpenQuickError with status, code, details, retryAfter, and original cause where available.",Implemented typed SDK errors with exported `OpenQuickError` in `sdk/js/src/index.ts` and rebuilt `sdk/js/dist/quick.js` plus embedded `server/internal/api/sdk/quick.js`.,"Bun tests cover `OpenQuickError` status/code/details/retryAfter from JSON 429 responses; `bun run build`, `bun test`, and `just build-sdk` pass.",implemented,passed,,not-needed,not-needed,"Implemented typed OpenQuickError for non-OK requestJson and streaming responses, preserving status, code, parsed details, and Retry-After retry metadata.",gap,SDK-002,request errors,error-state,P1,Site author handling failures,"String-only errors force apps to parse text and cannot distinguish auth, validation, rate limit, or network failures.",Mock 401/400/429/network failures and assert catch receives typed properties without parsing message text.,done
GAP-SDK-ABORT-001,SDK,AbortSignal support across requests,"As a site author, I want SDK methods to accept AbortSignal so cancel buttons work across OpenQuick APIs.","DB, uploads, AI, warehouse, and capabilities methods accept options with signal and pass it to fetch/WebSocket where applicable.","Added `RequestOptions`/`signal` support across DB, uploads, AI chat/image, warehouse query, and capabilities calls in `sdk/js/src/index.ts`; rebuilt dist and embedded SDK.",Bun tests verify DB list passes AbortSignal through fetch; build and SDK tests pass.,implemented,passed,,not-needed,not-needed,Implemented AbortSignal pass-through for SDK fetch-based request families and stream chat fetch; realtime WebSocket remains event-based.,gap,SDK-002,request errors,cancel-retry,P1,Site author adding cancel buttons,Users cannot cancel slow DB/upload/AI actions through SDK options consistently.,A test aborts a pending DB list/upload/chat fetch and receives an AbortError/OpenQuickError marked aborted.,done
GAP-SDK-DB-001,SDK,DB list options,"As a site author, I want `collection.list({limit,cursor,filter,sort})` so list views can page and search without hand-building URLs.",SDK exposes list options and returns documents plus pagination metadata while preserving existing bare-array compatibility.,Updated `sdk/js/src/index.ts` DB list options/result types and rebuilt `sdk/js/dist/quick.js` plus embedded `server/internal/api/sdk/quick.js`.,"Bun tests verify list sends limit/cursor/filter/sort query options, preserves array compatibility, and exposes documents/next_cursor metadata; `bun run build`, `bun test`, and `just build-sdk` pass.",implemented,passed,,not-needed,not-needed,"Implemented SDK DB list options with query serialization and array-compatible pagination metadata (`documents`, `next_cursor`, `nextCursor`).",gap,SDK-004,document normalization,end-of-list,P1,Site author building list views,SDK `list()` has no parameters for pagination/filter/sort even if the server gains them.,"Existing `list()` still returns an array; `listPage({limit:50})` or documented equivalent returns `{documents,nextCursor}`.",done
GAP-CONFIG-001,Config,config doctor/explain before serve,"As a host operator, I want `quickd config check/explain` to validate config files and show defaults.","Command validates unknown fields, safety gates, AI/warehouse config, derived defaults, and redacts env-secret values.",Implemented `quickd config check` and `quickd config explain` in `server/cmd/quickd/main.go`.,"Command test `TestConfigCheckAndExplain` validates JSON check/explain output, derived defaults, and secret redaction policy; focused quickd tests pass.",implemented,passed,,not-needed,not-needed,"Implemented quickd config validation/explain command using existing strict config loader/defaults, with JSON summary of effective settings/defaults and secret redaction guidance.",gap,CONFIG-001,strict quickd config loading,validation-messages,P1,Host operator editing JSON,Strict config is safe but operators need a way to validate and explain it before restarting the daemon.,"Given valid config, check exits 0 and prints normalized defaults; given typo field, exits nonzero with path to the field and remediation.",done
GAP-INSTALL-001,Install,upgrade/backup rollback guidance,"As a host operator, I want upgrade steps to back up config/data and roll back the binary if health checks fail.","Install docs or command create timestamped backups, install new binary, run doctor/health, and restore old binary/config on failure.",Implemented `quick serve install --execute` remote backup and doctor-failure rollback in `src/cli/commands_serve.c`; README updated.,"CLI contract fake SSH/SCP simulates successful install steps and failing post-install `quickd doctor`; asserts backup path output, rollback messaging, and fake restore command invocation; `zig build test` passes.",implemented,passed,,not-needed,not-needed,Implemented remote backup of quickd binary/config/systemd unit before execute install and automatic restore with reported backup path when post-install doctor fails.,gap,INSTALL-001,systemd service asset,safety-recovery,P2,Host operator upgrading OpenQuick,Install assets do not define an upgrade rollback procedure for quickd/config/data.,Simulated failed post-install doctor leaves the previous quickd binary/config active and reports backup paths.,done
GAP-EXAMPLES-001,Examples,examples for loading/error/empty/offline states,"As a site creator, I want examples that demonstrate empty, loading, error, permission denied, rate limited, and offline states.",Example sites include accessible UI state patterns and comments for each SDK family.,"Added `examples/sites/states-demo/` with accessible loading, empty, error, permission-denied, rate-limited, and offline states; documented examples in README; added `scripts/validate-examples-states.py` and wired it into `just test-all`.","Ran `scripts/validate-examples-states.py`; validator asserts required state containers, accessibility roles, OpenQuickError handling, unhandled rejection recovery, offline detection, and no console.error/throw-based failure pattern.",implemented,passed,,not-needed,not-needed,Implemented robust UI states example and deterministic validation script.,gap,EXAMPLES-001,example sites,first-run-onboarding,P3,Site creator learning patterns,Examples show happy paths but not robust user-facing states.,Running examples in dev shows visible empty/loading/error containers and no console errors when APIs fail.,done
GAP-SKILL-001,Agent skill,agent deploy safety checklist,"As an AI agent, I want the OpenQuick deploy skill to force a pre-deploy safety checklist so risky deployments are not accidental.","Skill instructs agents to check quick.json output, secrets, public_static/IAP status, overwrite confirmation, and post-deploy smoke before reporting success.","Added an Agent deploy safety checklist to `skills/openquick-deploy/SKILL.md`, refreshed rollback/restore/config/list command references, removed stale no-rollback guidance, and added build-time checklist assertions in `skills/build.sh`.","Ran `skills/build.sh`; package build now fails if the skill omits the deploy safety checklist, dry-run requirement, or targeted doctor requirement.",implemented,passed,,not-needed,not-needed,"Implemented skill-level safety checklist requiring target confirmation, dry-run diff review, doctor, secret/public scan checks, overwrite approval, cleanup reporting, and rollback/restore capture.",gap,SKILL-001,OpenQuick deploy skill,safety-recovery,P2,AI agent deploying a site,An agent can deploy without an explicit checklist for public/IAP/secrets/overwrite risks.,Skill package contains checklist text and reference links; a packaging test verifies the skill includes the checklist.,done
